example_id                                                            | status | run_time        |
./spec/models/entry_spec.rb[1:5:1:1]                                  | passed | 0.02715 seconds |
./spec/models/entry_spec.rb[1:5:2:1]                                  | passed | 0.02727 seconds |
./spec/models/entry_spec.rb[1:6:1:1]                                  | passed | 0.02427 seconds |
./spec/models/entry_spec.rb[1:6:1:2]                                  | passed | 0.0229 seconds  |
./spec/models/entry_spec.rb[1:6:2:1]                                  | passed | 0.02217 seconds |
./spec/models/entry_spec.rb[1:6:2:2]                                  | passed | 0.022 seconds   |
./spec/models/judging_assignment_spec.rb[1:1:1]                       | passed | 0.00014 seconds |
./spec/models/judging_assignment_spec.rb[1:1:2]                       | passed | 0.00014 seconds |
./spec/models/judging_assignment_spec.rb[1:2:1]                       | passed | 0.0174 seconds  |
./spec/models/judging_assignment_spec.rb[1:2:2]                       | passed | 0.01882 seconds |
./spec/models/judging_assignment_spec.rb[1:2:3:1]                     | passed | 0.01605 seconds |
./spec/models/judging_assignment_spec.rb[1:2:3:2]                     | passed | 0.02674 seconds |
./spec/models/judging_assignment_spec.rb[1:2:3:3]                     | passed | 0.01269 seconds |
./spec/models/judging_assignment_spec.rb[1:3:1]                       | passed | 0.00021 seconds |
./spec/models/judging_assignment_spec.rb[1:4:1]                       | passed | 0.08989 seconds |
./spec/models/judging_assignment_spec.rb[1:5:1]                       | passed | 0.00401 seconds |
./spec/models/judging_assignment_spec.rb[1:5:2]                       | passed | 0.00236 seconds |
./spec/models/profile_spec.rb[1:1:1]                                  | passed | 0.00897 seconds |
./spec/models/profile_spec.rb[1:1:2]                                  | passed | 0.00892 seconds |
./spec/models/profile_spec.rb[1:1:3]                                  | passed | 0.00899 seconds |
./spec/models/profile_spec.rb[1:1:4]                                  | passed | 0.00875 seconds |
./spec/models/profile_spec.rb[1:1:5]                                  | passed | 0.00887 seconds |
./spec/models/profile_spec.rb[1:1:6]                                  | passed | 0.00886 seconds |
./spec/models/profile_spec.rb[1:1:7]                                  | passed | 0.00882 seconds |
./spec/models/profile_spec.rb[1:1:8]                                  | passed | 0.00873 seconds |
./spec/models/profile_spec.rb[1:1:9]                                  | passed | 0.00882 seconds |
./spec/models/profile_spec.rb[1:1:10]                                 | passed | 0.00878 seconds |
./spec/models/profile_spec.rb[1:1:11]                                 | passed | 0.0087 seconds  |
./spec/models/profile_spec.rb[1:1:12]                                 | passed | 0.01109 seconds |
./spec/models/profile_spec.rb[1:2:1]                                  | passed | 0.0115 seconds  |
./spec/models/profile_spec.rb[1:2:2]                                  | passed | 0.00868 seconds |
./spec/models/profile_spec.rb[1:2:3]                                  | passed | 0.00955 seconds |
./spec/models/profile_spec.rb[1:2:4]                                  | passed | 0.00985 seconds |
./spec/models/profile_spec.rb[1:2:5]                                  | passed | 0.0104 seconds  |
./spec/models/profile_spec.rb[1:2:6]                                  | passed | 0.00989 seconds |
./spec/models/profile_spec.rb[1:2:7]                                  | passed | 0.00206 seconds |
./spec/models/profile_spec.rb[1:2:8]                                  | passed | 0.00206 seconds |
./spec/models/profile_spec.rb[1:3:1:1]                                | passed | 0.00958 seconds |
./spec/models/profile_spec.rb[1:3:1:2]                                | passed | 0.00972 seconds |
./spec/models/profile_spec.rb[1:4:1:1]                                | passed | 0.00817 seconds |
./spec/models/profile_spec.rb[1:4:1:2]                                | passed | 0.00815 seconds |
./spec/models/profile_spec.rb[1:4:1:3]                                | passed | 0.00867 seconds |
./spec/models/profile_spec.rb[1:4:1:4]                                | passed | 0.00833 seconds |
./spec/models/profile_spec.rb[1:4:1:5]                                | passed | 0.00849 seconds |
./spec/models/profile_spec.rb[1:4:2:1]                                | passed | 0.00839 seconds |
./spec/models/profile_spec.rb[1:4:2:2]                                | passed | 0.00835 seconds |
./spec/models/profile_spec.rb[1:4:3:1]                                | passed | 0.01248 seconds |
./spec/models/profile_spec.rb[1:4:4:1]                                | passed | 0.00829 seconds |
./spec/models/profile_spec.rb[1:4:4:2]                                | passed | 0.00822 seconds |
./spec/models/profile_spec.rb[1:4:4:3]                                | passed | 0.00814 seconds |
./spec/models/role_spec.rb[1:1:1]                                     | passed | 0.00011 seconds |
./spec/models/role_spec.rb[1:1:2]                                     | passed | 0.0004 seconds  |
./spec/models/role_spec.rb[1:1:3]                                     | passed | 0.00012 seconds |
./spec/models/role_spec.rb[1:1:4]                                     | passed | 0.00012 seconds |
./spec/models/role_spec.rb[1:2:1]                                     | passed | 0.00014 seconds |
./spec/models/school_spec.rb[1:1:1]                                   | passed | 0.00075 seconds |
./spec/models/school_spec.rb[1:1:2]                                   | passed | 0.00118 seconds |
./spec/models/school_spec.rb[1:1:3]                                   | passed | 0.0062 seconds  |
./spec/models/user_role_spec.rb[1:1:1]                                | passed | 0.0001 seconds  |
./spec/models/user_role_spec.rb[1:1:2]                                | passed | 0.00012 seconds |
./spec/models/user_role_spec.rb[1:2:1]                                | passed | 0.00502 seconds |
./spec/models/user_role_spec.rb[1:3:1]                                | passed | 0.00012 seconds |
./spec/models/user_role_spec.rb[1:4:1]                                | passed | 0.0015 seconds  |
./spec/models/user_role_spec.rb[1:4:2]                                | passed | 0.00128 seconds |
./spec/models/user_role_spec.rb[1:4:3]                                | passed | 0.00136 seconds |
./spec/models/user_role_spec.rb[1:5:1]                                | passed | 0.00195 seconds |
./spec/models/user_role_spec.rb[1:5:2]                                | passed | 0.00168 seconds |
./spec/models/user_spec.rb[1:1:1]                                     | passed | 0.00202 seconds |
./spec/models/user_spec.rb[1:1:2]                                     | passed | 0.00225 seconds |
./spec/models/user_spec.rb[1:1:3]                                     | passed | 0.00495 seconds |
./spec/models/user_spec.rb[1:3:1]                                     | passed | 0.00012 seconds |
./spec/models/user_spec.rb[1:3:2]                                     | passed | 0.00012 seconds |
./spec/models/user_spec.rb[1:3:3]                                     | passed | 0.00011 seconds |
./spec/models/user_spec.rb[1:3:4]                                     | passed | 0.00011 seconds |
./spec/models/user_spec.rb[1:3:5]                                     | passed | 0.00014 seconds |
./spec/models/user_spec.rb[1:3:6]                                     | passed | 0.00019 seconds |
./spec/models/user_spec.rb[1:3:7]                                     | passed | 0.00012 seconds |
./spec/models/user_spec.rb[1:3:8]                                     | passed | 0.0001 seconds  |
./spec/models/user_spec.rb[1:3:9]                                     | passed | 0.00012 seconds |
./spec/models/user_spec.rb[1:4:1:1:1]                                 | passed | 0.00127 seconds |
./spec/models/user_spec.rb[1:4:1:2:1]                                 | passed | 0.00129 seconds |
./spec/models/visibility_spec.rb[1:1:1]                               | passed | 0.00029 seconds |
./spec/models/visibility_spec.rb[1:2:1]                               | passed | 0.00015 seconds |
./spec/policies/address_policy_spec.rb[1:1:1]                         | passed | 0.01614 seconds |
./spec/policies/address_policy_spec.rb[1:1:2]                         | passed | 0.01531 seconds |
./spec/policies/address_policy_spec.rb[1:1:3]                         | passed | 0.01493 seconds |
./spec/policies/address_policy_spec.rb[1:1:4]                         | passed | 0.01481 seconds |
./spec/policies/address_policy_spec.rb[1:1:5]                         | passed | 0.0158 seconds  |
./spec/policies/address_policy_spec.rb[1:1:6]                         | passed | 0.01591 seconds |
./spec/policies/address_policy_spec.rb[1:1:7]                         | passed | 0.0167 seconds  |
./spec/policies/address_policy_spec.rb[1:2:1]                         | passed | 0.01398 seconds |
./spec/policies/address_policy_spec.rb[1:2:2]                         | passed | 0.01391 seconds |
./spec/policies/address_policy_spec.rb[1:2:3]                         | passed | 0.01439 seconds |
./spec/policies/address_policy_spec.rb[1:2:4]                         | passed | 0.01392 seconds |
./spec/policies/address_policy_spec.rb[1:2:5]                         | passed | 0.0144 seconds  |
./spec/policies/address_policy_spec.rb[1:2:6]                         | passed | 0.01376 seconds |
./spec/policies/address_policy_spec.rb[1:2:7]                         | passed | 0.0146 seconds  |
./spec/policies/address_policy_spec.rb[1:3:1]                         | passed | 0.0159 seconds  |
./spec/policies/address_policy_spec.rb[1:3:2]                         | passed | 0.01567 seconds |
